CustomerID,CustomerName,InvoiceCount,CustomerType,NetRevenue,AverageOrderValue,AverageBasketSize,UnitsSold
16634,Tanisha Lutz,68,Repeat Customer,14266.04,209.79,5.0000,340
45757,Dean Harrell,75,Repeat Customer,50705.19,676.07,12.0000,900
77630,Cornelius Herman,66,Repeat Customer,72151.81,1093.21,20.0000,1320
51627,Ryan Pitts,73,Repeat Customer,59898.75,820.53,14.0000,1022
30734,Max Harrington,70,Repeat Customer,27359.20,390.85,8.0000,560
27452,Sonia Hendrix,58,Repeat Customer,22342.96,385.22,7.0000,406
39968,Michele Mccall,66,Repeat Customer,38490.64,583.19,11.0000,726
16660,Milton Holt,79,Repeat Customer,19769.81,250.25,5.0000,395
8647,Bart Hunter,69,Repeat Customer,9394.67,136.15,3.0000,207
3006,Kristi Berry,70,Repeat Customer,3835.75,54.80,1.0000,70
5080,Toby Moses,73,Repeat Customer,6655.57,91.17,2.0000,146
18377,Courtney Dorsey,64,Repeat Customer,16424.00,256.63,5.0000,320
8211,Grace Gould,73,Repeat Customer,11621.74,159.20,3.0000,219
38993,Lana Lester,65,Repeat Customer,30498.37,469.21,10.0000,650
82376,Betsy Hudson,76,Repeat Customer,80451.10,1058.57,21.0000,1596
30623,Barbara Wu,64,Repeat Customer,23280.02,363.75,8.0000,512
33161,Frederick Vargas,68,Repeat Customer,26565.90,390.67,9.0000,612
97017,Rick Sharp,63,Repeat Customer,71527.96,1135.36,25.0000,1575
52310,Betsy Velez,68,Repeat Customer,42631.51,626.93,14.0000,952
62927,Leigh Rollins,61,Repeat Customer,52696.67,863.88,16.0000,976
81113,Sidney Liu,62,Repeat Customer,55325.18,892.34,21.0000,1302
3908,Shari Glass,77,Repeat Customer,3378.02,43.87,1.0000,77
96999,Lorraine Calderon,63,Repeat Customer,83271.90,1321.78,25.0000,1575
19293,Byron Calderon,65,Repeat Customer,18081.62,278.18,5.0000,325
19760,Jolene Bailey,79,Repeat Customer,24102.70,305.10,6.0000,474
2739,Ralph Browning,61,Repeat Customer,2691.82,44.13,1.0000,61
74533,Andre Gould,66,Repeat Customer,63804.61,966.74,19.0000,1254
8712,Russell Davidson,67,Repeat Customer,9764.56,145.74,3.0000,201
73467,Molly Higgins,64,Repeat Customer,59280.00,926.25,19.0000,1216
56213,Jarrod Gaines,76,Repeat Customer,56542.00,743.97,15.0000,1140
78334,Saul Wyatt,56,Repeat Customer,60094.21,1073.11,20.0000,1120
10905,Darren Cochran,72,Repeat Customer,10847.72,150.66,3.0000,216
40753,Tameka Gordon,79,Repeat Customer,41999.18,531.64,11.0000,869
86402,Frankie Rice,66,Repeat Customer,80195.98,1215.09,22.0000,1452
8085,Jacob Gould,65,Repeat Customer,9478.75,145.83,3.0000,195
47639,Tabatha Hardin,70,Repeat Customer,48287.60,689.82,13.0000,910
86213,Cristina Lin,84,Repeat Customer,85356.29,1016.15,22.0000,1848
95120,Sheri Padilla,70,Repeat Customer,80293.09,1147.04,25.0000,1750
9799,Terri Espinoza,74,Repeat Customer,9823.63,132.75,3.0000,222
54216,Luke Acevedo,73,Repeat Customer,53658.16,735.04,14.0000,1022
65275,Leanne Sherman,73,Repeat Customer,65393.33,895.80,17.0000,1241
49919,Latisha Harmon,70,Repeat Customer,49892.92,712.76,13.0000,910
41572,Abraham Lowery,72,Repeat Customer,37107.84,515.39,11.0000,792
47601,Virgil Peters,73,Repeat Customer,50737.11,695.03,13.0000,949
78660,John Kirby,73,Repeat Customer,74201.74,1016.46,20.0000,1460
79407,Nathan Hurst,75,Repeat Customer,88127.17,1175.03,21.0000,1575
8245,Roy Mata,68,Repeat Customer,8944.86,131.54,3.0000,204
74476,Andre Carney,74,Repeat Customer,78571.12,1061.77,19.0000,1406
22195,Peggy Schmidt,68,Repeat Customer,20080.31,295.30,6.0000,408
95637,Kim Andersen,66,Repeat Customer,83142.85,1259.74,25.0000,1650
32680,Holly Buck,79,Repeat Customer,33350.49,422.16,9.0000,711
11471,Darren Estes,75,Repeat Customer,11738.98,156.52,3.0000,225
53127,Cherie Richards,87,Repeat Customer,58704.05,674.76,14.0000,1218
21703,Kristen Sanford,68,Repeat Customer,20477.16,301.13,6.0000,408
12977,Alma Hill,84,Repeat Customer,17777.54,211.64,4.0000,336
59832,Tisha Jarvis,75,Repeat Customer,58875.37,785.00,16.0000,1200
56388,Wayne Dorsey,67,Repeat Customer,42794.87,638.73,15.0000,1005
85069,Hope Manning,57,Repeat Customer,57148.95,1002.61,22.0000,1254
72109,Krista Conner,59,Repeat Customer,51008.64,864.55,19.0000,1121
76622,Shelia Sutton,80,Repeat Customer,76477.02,955.96,20.0000,1600
62174,Erik Norris,73,Repeat Customer,63858.37,874.77,16.0000,1168
39530,Anitra Monroe,71,Repeat Customer,38312.08,539.61,11.0000,781
59244,Adrian Gutierrez,63,Repeat Customer,42894.94,680.87,15.0000,945
44728,Sidney Cordova,80,Repeat Customer,42688.19,533.60,12.0000,960
7553,Louis Henson,79,Repeat Customer,8411.69,106.48,2.0000,158
41033,Rochelle Patrick,68,Repeat Customer,39003.77,573.58,11.0000,748
63731,Dylan Wagner,67,Repeat Customer,54694.25,816.33,17.0000,1139
44957,Nicholas Rodriguez,62,Repeat Customer,40621.92,655.19,12.0000,744
26085,Lorie Gamble,78,Repeat Customer,26708.12,342.41,7.0000,546
7656,Johnny Flynn,56,Repeat Customer,5479.26,97.84,2.0000,112
27133,Angelina Strickland,70,Repeat Customer,24895.22,355.65,7.0000,490
92290,Tina Jensen,74,Repeat Customer,105491.89,1425.57,24.0000,1776
64288,Denise Bentley,67,Repeat Customer,53090.91,792.40,17.0000,1139
60562,Shauna Wall,63,Repeat Customer,48600.61,771.44,16.0000,1008
85443,Amber Huerta,75,Repeat Customer,83221.45,1109.62,22.0000,1650
2215,Joan Cherry,82,Repeat Customer,4363.97,53.22,1.0000,82
6551,Lea Durham,62,Repeat Customer,5979.92,96.45,2.0000,124
33195,Wanda Barber,57,Repeat Customer,27342.76,479.70,9.0000,513
8166,Andrew Reilly,75,Repeat Customer,11007.51,146.77,3.0000,225
9134,Tammi Lynn,55,Repeat Customer,7522.22,136.77,3.0000,165
36478,Don Dickerson,76,Repeat Customer,37371.44,491.73,10.0000,760
80933,Tommy Strong,74,Repeat Customer,84891.05,1147.18,21.0000,1554
52493,Arthur Huffman,69,Repeat Customer,43177.85,625.77,14.0000,966
40675,Andrea Obrien,67,Repeat Customer,31272.58,466.75,11.0000,737
97465,Brett Mooney,59,Repeat Customer,69849.91,1183.90,25.0000,1475
48193,Timmy Montes,57,Repeat Customer,36934.02,647.97,13.0000,741
87482,Crystal Payne,76,Repeat Customer,88166.67,1160.09,23.0000,1748
68643,Lorenzo Rubio,80,Repeat Customer,73643.80,920.55,18.0000,1440
26889,Melissa Lester,64,Repeat Customer,23601.00,368.77,7.0000,448
36809,Corey Heath,69,Repeat Customer,36391.93,527.42,10.0000,690
12928,Bryant Forbes,74,Repeat Customer,14742.73,199.23,4.0000,296
24966,Grant Atkinson,67,Repeat Customer,21337.31,318.47,7.0000,469
83736,Mario Clements,80,Repeat Customer,81273.33,1015.92,22.0000,1760
5291,Barry Lyons,66,Repeat Customer,6509.91,98.64,2.0000,132
69937,Andrew Cantrell,58,Repeat Customer,53439.70,921.37,18.0000,1044
16058,Stanley Harrell,66,Repeat Customer,15684.64,237.65,5.0000,330
29277,Janette Carter,78,Repeat Customer,29322.35,375.93,8.0000,624
34957,Duane Cruz,57,Repeat Customer,25183.48,441.82,9.0000,513
61857,Tiffany York,73,Repeat Customer,54629.21,748.35,16.0000,1168
59285,Alfredo Hobbs,61,Repeat Customer,45937.41,753.07,16.0000,976
32580,Nathan Stevens,63,Repeat Customer,27219.88,432.06,9.0000,567
83762,Janet Weiss,71,Repeat Customer,70206.16,988.82,22.0000,1562
50572,Ronald Chung,66,Repeat Customer,39507.57,598.60,13.0000,858
89204,Amy Bryan,74,Repeat Customer,84347.79,1139.84,23.0000,1702
78693,Kelvin Mc Neil,80,Repeat Customer,85069.18,1063.36,20.0000,1600
71351,Amy Melendez,70,Repeat Customer,69452.24,992.17,19.0000,1330
19830,Esther White,70,Repeat Customer,19157.33,273.68,6.0000,420
27748,Judith Cook,67,Repeat Customer,26879.65,401.19,8.0000,536
97248,Maureen Strickland,77,Repeat Customer,94173.16,1223.03,25.0000,1925
72711,Brad Wagner,70,Repeat Customer,62629.41,894.71,19.0000,1330
19267,Rebecca Hinton,73,Repeat Customer,19222.34,263.32,5.0000,365
16166,Roberto Ritter,58,Repeat Customer,13538.52,233.42,5.0000,290
59841,Tommy Salas,75,Repeat Customer,55969.10,746.25,16.0000,1200
17027,Zachary Rich,57,Repeat Customer,14014.79,245.87,5.0000,285
84218,Kevin Acevedo,68,Repeat Customer,71367.48,1049.52,22.0000,1496
7533,Annie Pineda,59,Repeat Customer,5927.97,100.47,2.0000,118
92460,Cari Mendez,62,Repeat Customer,74224.56,1197.17,24.0000,1488
29592,Allyson Duarte,70,Repeat Customer,28005.50,400.08,8.0000,560
79108,Anita Garrison,79,Repeat Customer,74387.57,941.61,21.0000,1659
39963,Robyn Hensley,72,Repeat Customer,39477.60,548.30,11.0000,792
49926,Joey Johnson,68,Repeat Customer,44264.67,650.95,13.0000,884
87398,Mia Clarke,72,Repeat Customer,77178.83,1071.93,23.0000,1656
47172,Casey Shea,68,Repeat Customer,38291.11,563.10,12.0000,816
44627,Justin Atkinson,72,Repeat Customer,36282.55,503.92,12.0000,864
62116,Martin Roach,75,Repeat Customer,58954.69,786.06,16.0000,1200
94988,Guy Lewis,80,Repeat Customer,95068.91,1188.36,25.0000,2000
23869,Helen Friedman,66,Repeat Customer,25007.15,378.90,7.0000,462
94764,Myron Gallagher,68,Repeat Customer,74025.26,1088.61,24.0000,1632
61006,Shelley Morton,67,Repeat Customer,52160.29,778.51,16.0000,1072
42591,Monte Stuart,66,Repeat Customer,36530.96,553.50,11.0000,726
96024,Richard Boyer,73,Repeat Customer,94359.16,1292.59,25.0000,1825
33551,Justin Bowen,60,Repeat Customer,27386.77,456.45,9.0000,540
36489,Ethan Shaw,87,Repeat Customer,40121.33,461.16,10.0000,870
73038,Dianna Martin,70,Repeat Customer,76210.17,1088.72,19.0000,1330
46554,Adam Brooks,75,Repeat Customer,46528.37,620.38,12.0000,900
63552,Jennifer Webster,66,Repeat Customer,55118.62,835.13,17.0000,1122
14121,Ann Robertson,54,Repeat Customer,10362.81,191.90,4.0000,216
49101,Nathan Mckee,84,Repeat Customer,54250.59,645.84,13.0000,1092
75311,Pete Middleton,76,Repeat Customer,70213.18,923.86,20.0000,1520
78113,Cary Richardson,74,Repeat Customer,76428.31,1032.82,20.0000,1480
82106,Christina Mooney,65,Repeat Customer,65531.05,1008.17,21.0000,1365
84073,Stefanie Branch,60,Repeat Customer,66236.86,1103.95,22.0000,1320
70854,Lucas Ochoa,72,Repeat Customer,69892.56,970.73,18.0000,1296
83206,Leon Crane,67,Repeat Customer,85382.42,1274.36,22.0000,1474
35672,Alison Chapman,73,Repeat Customer,36914.70,505.68,10.0000,730
63270,Carolyn Christian,73,Repeat Customer,60976.01,835.29,17.0000,1241
19376,Mitchell Serrano,68,Repeat Customer,17225.21,253.31,5.0000,340
91918,Caleb Frost,75,Repeat Customer,88098.37,1174.64,24.0000,1800
41277,Ira Dunn,84,Repeat Customer,51182.33,609.31,11.0000,924
11528,Jayson Fowler,67,Repeat Customer,9762.93,145.72,3.0000,201
31455,John Griffin,64,Repeat Customer,24850.75,388.29,8.0000,512
72040,Joyce Hawkins,61,Repeat Customer,57829.56,948.03,19.0000,1159
44123,Bret Acevedo,63,Repeat Customer,34485.25,547.38,12.0000,756
97534,Shawna Padilla,73,Repeat Customer,102172.12,1399.62,25.0000,1825
14360,Toni Rodriguez,61,Repeat Customer,12151.43,199.20,4.0000,244
72361,William Kerr,73,Repeat Customer,69497.82,952.02,19.0000,1387
63955,Jill Davies,60,Repeat Customer,49552.78,825.88,17.0000,1020
79834,Peter Roy,67,Repeat Customer,74913.94,1118.12,21.0000,1407
52904,Rochelle Bush,74,Repeat Customer,52818.13,713.76,14.0000,1036
16876,Dexter Wade,68,Repeat Customer,17080.61,251.19,5.0000,340
46886,Pete Roberson,64,Repeat Customer,37587.38,587.30,12.0000,768
39330,Latisha Blackwell,57,Repeat Customer,31743.15,556.90,10.0000,570
15743,Sidney Summers,74,Repeat Customer,14800.96,200.01,4.0000,296
17114,Christian Schaefer,70,Repeat Customer,18411.33,263.02,5.0000,350
63559,Kent Roth,65,Repeat Customer,49207.17,757.03,17.0000,1105
53396,Jim Jensen,79,Repeat Customer,55007.21,696.29,14.0000,1106
52024,Jess Henson,60,Repeat Customer,44815.15,746.92,14.0000,840
14054,Clinton Byrd,75,Repeat Customer,14804.35,197.39,4.0000,300
4978,Xavier Pena,70,Repeat Customer,6050.95,86.44,2.0000,140
76536,Frank Mc Millan,60,Repeat Customer,56170.29,936.17,20.0000,1200
93627,Kimberley Morales,82,Repeat Customer,90213.17,1100.16,24.0000,1968
63742,Quentin Heath,72,Repeat Customer,58784.57,816.45,17.0000,1224
91500,Grant Spencer,62,Repeat Customer,78274.04,1262.48,24.0000,1488
86436,Virginia Torres,72,Repeat Customer,77104.44,1070.89,22.0000,1584
78103,Bonnie Carlson,67,Repeat Customer,67197.43,1002.95,20.0000,1340
16689,Trina Friedman,56,Repeat Customer,14155.06,252.77,5.0000,280
97630,Jamie Sawyer,53,Repeat Customer,59749.93,1127.36,25.0000,1325
1544,Sidney Chandler,61,Repeat Customer,3037.89,49.80,1.0000,61
47679,Dwayne Colon,69,Repeat Customer,38622.59,559.75,13.0000,897
49560,Rolando James,66,Repeat Customer,40914.23,619.91,13.0000,858
69653,Tanisha Alexander,85,Repeat Customer,76389.47,898.70,18.0000,1530
65329,Teresa Pittman,78,Repeat Customer,66451.74,851.95,17.0000,1326
47787,Kirsten Hale,76,Repeat Customer,50035.47,658.36,13.0000,988
73388,Darrick Cummings,55,Repeat Customer,51150.98,930.02,19.0000,1045
42749,Leigh Larson,74,Repeat Customer,41406.28,559.54,11.0000,814
5979,Ronnie Roy,58,Repeat Customer,5871.96,101.24,2.0000,116
75629,Jean Peck,65,Repeat Customer,68790.38,1058.31,20.0000,1300
46589,Herman Charles,67,Repeat Customer,33862.09,505.40,12.0000,804
10202,Kristie Rivas,78,Repeat Customer,10525.72,134.95,3.0000,234
29183,Dante Camacho,87,Repeat Customer,38297.17,440.20,8.0000,696
53154,Kevin Benitez,87,Repeat Customer,58916.68,677.20,14.0000,1218
7741,Douglas Ballard,60,Repeat Customer,6240.46,104.01,2.0000,120
4590,Crystal Woodard,72,Repeat Customer,7285.41,101.19,2.0000,144
52922,Carmen Carter,67,Repeat Customer,41376.36,617.56,14.0000,938
72346,Julie Leon,65,Repeat Customer,64030.31,985.08,19.0000,1235
20154,Raul Rodgers,78,Repeat Customer,22141.46,283.86,6.0000,468
13589,Ruby Foster,64,Repeat Customer,12390.19,193.60,4.0000,256
21107,Tomas Rasmussen,68,Repeat Customer,21017.95,309.09,6.0000,408
25745,Jamey Robbins,58,Repeat Customer,18821.25,324.50,7.0000,406
48544,Kara Boyle,79,Repeat Customer,49608.94,627.96,13.0000,1027
37477,Daphne Bray,63,Repeat Customer,28462.64,451.79,10.0000,630
38590,Harvey Dunlap,76,Repeat Customer,35741.76,470.29,10.0000,760
64104,Brady Decker,74,Repeat Customer,50391.58,680.97,17.0000,1258
81019,Miriam Joyce,55,Repeat Customer,49767.36,904.86,21.0000,1155
48730,Greg Franklin,86,Repeat Customer,54410.62,632.68,13.0000,1118
73416,Vanessa Blanchard,54,Repeat Customer,44685.10,827.50,19.0000,1026
34028,Camille Wall,62,Repeat Customer,29682.20,478.75,9.0000,558
43198,Philip Morton,67,Repeat Customer,32814.95,489.78,11.0000,737
20466,Denise Kennedy,67,Repeat Customer,20481.58,305.70,6.0000,402
33861,Chasity Ware,67,Repeat Customer,30596.83,456.67,9.0000,603
7725,Luke Dudley,70,Repeat Customer,7790.51,111.29,2.0000,140
59406,Devon Ashley,67,Repeat Customer,52330.87,781.06,16.0000,1072
93405,Andrea Faulkner,61,Repeat Customer,71532.33,1172.66,24.0000,1464
97032,Shelly Watts,61,Repeat Customer,84546.73,1386.01,25.0000,1525
86596,Gerald Spencer,62,Repeat Customer,71297.26,1149.96,22.0000,1364
6715,Norma Mann,57,Repeat Customer,5337.03,93.63,2.0000,114
19368,Barry Green,64,Repeat Customer,15616.20,244.00,5.0000,320
12678,Nikki Lowe,60,Repeat Customer,12911.66,215.19,4.0000,240
62516,Eileen Fields,88,Repeat Customer,70542.74,801.62,16.0000,1408
906,Jessica Graves,74,Repeat Customer,3664.53,49.52,1.0000,74
43937,Tiffany Chaney,73,Repeat Customer,36267.68,496.82,12.0000,876
2732,Margarita Rosales,80,Repeat Customer,3691.81,46.15,1.0000,80
84478,Carey Castaneda,63,Repeat Customer,64308.63,1020.77,22.0000,1386
62719,Camille Proctor,61,Repeat Customer,49465.12,810.90,16.0000,976
71779,Johanna Huynh,71,Repeat Customer,65768.70,926.32,19.0000,1349
77376,Pete Novak,58,Repeat Customer,56903.50,981.09,20.0000,1160
52794,Julia Li,51,Repeat Customer,36505.98,715.80,14.0000,714
4730,Kristian Compton,71,Repeat Customer,7226.72,101.78,2.0000,142
5633,Naomi Caldwell,75,Repeat Customer,6459.41,86.13,2.0000,150
87086,Anne Horn,67,Repeat Customer,72643.10,1084.23,23.0000,1541
60065,Oliver Franklin,67,Repeat Customer,49658.55,741.17,16.0000,1072
5021,Lindsey Coleman,87,Repeat Customer,8857.62,101.81,2.0000,174
49796,Dexter Sparks,73,Repeat Customer,46790.25,640.96,13.0000,949
29776,Michelle Huffman,61,Repeat Customer,24278.79,398.01,8.0000,488
38977,Darin Dickerson,81,Repeat Customer,38946.03,480.82,10.0000,810
65927,Heidi Wright,59,Repeat Customer,50402.10,854.27,17.0000,1003
66755,Frank Berger,77,Repeat Customer,61751.13,801.96,17.0000,1309
4894,Ellen Kirby,75,Repeat Customer,8170.97,108.95,2.0000,150
12555,Marcella Krueger,65,Repeat Customer,12743.64,196.06,4.0000,260
14401,Jenna Glass,74,Repeat Customer,15732.46,212.60,4.0000,296
16682,Mark Benton,65,Repeat Customer,17452.62,268.50,5.0000,325
28098,Chrystal Shaw,65,Repeat Customer,23853.97,366.98,8.0000,520
29690,Ryan Rivera,54,Repeat Customer,24361.86,451.15,8.0000,432
65823,Vivian Duran,65,Repeat Customer,49401.68,760.03,17.0000,1105
72873,Randi Newton,73,Repeat Customer,62851.20,860.98,19.0000,1387
49176,Lydia Leon,68,Repeat Customer,38446.48,565.39,13.0000,884
60787,Kendrick Kent,62,Repeat Customer,46181.96,744.87,16.0000,992
74903,Rick Pace,65,Repeat Customer,59653.09,917.74,19.0000,1235
75292,Demond Gentry,71,Repeat Customer,72203.22,1016.95,20.0000,1420
21376,Wayne Ellison,65,Repeat Customer,19775.64,304.24,6.0000,390
63490,Margaret Palmer,78,Repeat Customer,64011.01,820.65,17.0000,1326
16574,Roxanne Morrison,70,Repeat Customer,17175.83,245.37,5.0000,350
12372,Lesley Foster,71,Repeat Customer,15639.96,220.28,4.0000,284
32943,Wendell Goodwin,61,Repeat Customer,29031.99,475.93,9.0000,549
32803,Trina Lawrence,65,Repeat Customer,32122.90,494.20,9.0000,585
2354,Jeanine Jimenez,58,Repeat Customer,3421.87,59.00,1.0000,58
9235,Roxanne Farley,65,Repeat Customer,10957.66,168.58,3.0000,195
41969,Jordan Gonzalez,68,Repeat Customer,34593.31,508.73,11.0000,748
37638,Grant Williams,69,Repeat Customer,30812.77,446.56,10.0000,690
45758,Micah Weaver,62,Repeat Customer,30669.42,494.67,12.0000,744
97975,Ashley Church,73,Repeat Customer,89044.77,1219.79,25.0000,1825
11645,Ernest Blanchard,60,Repeat Customer,9052.48,150.87,3.0000,180
79360,Erik Williamson,72,Repeat Customer,82548.03,1146.50,21.0000,1512
76950,Jennifer Craig,61,Repeat Customer,65428.47,1072.60,20.0000,1220
97228,Tiffany Cooley,60,Repeat Customer,70556.82,1175.95,25.0000,1500
91609,Sean Cervantes,68,Repeat Customer,77439.95,1138.82,24.0000,1632
83797,Clay Heath,63,Repeat Customer,64138.25,1018.07,22.0000,1386
83251,Jami Harris,64,Repeat Customer,70025.21,1094.14,22.0000,1408
3592,Oscar Barrett,65,Repeat Customer,3179.52,48.92,1.0000,65
9856,Chris Charles,69,Repeat Customer,9748.27,141.28,3.0000,207
76632,Colleen Bass,74,Repeat Customer,69106.15,933.87,20.0000,1480
80217,Leo Hodge,72,Repeat Customer,74785.25,1038.68,21.0000,1512
42823,Katherine Kent,66,Repeat Customer,35747.21,541.62,11.0000,726
23854,Arturo Shaw,72,Repeat Customer,26496.18,368.00,7.0000,504
32612,Noah Mc Neil,63,Repeat Customer,26395.77,418.98,9.0000,567
15544,Hannah Burch,68,Repeat Customer,13078.26,192.33,4.0000,272
74471,Kerry Friedman,65,Repeat Customer,52803.99,812.37,19.0000,1235
80506,Kevin Gardner,66,Repeat Customer,64658.25,979.67,21.0000,1386
42169,Sherrie Melton,81,Repeat Customer,42615.40,526.12,11.0000,891
64013,Bryon Byrd,68,Repeat Customer,56497.90,830.85,17.0000,1156
77375,Bobby Dean,77,Repeat Customer,83822.76,1088.61,20.0000,1540
44221,Rene Ballard,69,Repeat Customer,42379.24,614.19,12.0000,828
56931,Henry Rodgers,67,Repeat Customer,44391.66,662.56,15.0000,1005
30314,Manuel Ewing,58,Repeat Customer,25943.31,447.30,8.0000,464
58085,Melanie Franklin,63,Repeat Customer,46505.80,738.19,15.0000,945
41673,Tonia Travis,77,Repeat Customer,39613.31,514.46,11.0000,847
6994,Oscar Kaiser,71,Repeat Customer,7240.74,101.98,2.0000,142
79111,Alfonso Baker,67,Repeat Customer,67766.18,1011.44,21.0000,1407
17401,Sonny Mc Knight,57,Repeat Customer,12099.16,212.27,5.0000,285
67821,Alisa Fisher,72,Repeat Customer,64899.15,901.38,18.0000,1296
61921,Randolph Frye,75,Repeat Customer,57349.01,764.65,16.0000,1200
36888,Jasmine Wilkerson,67,Repeat Customer,31399.70,468.65,10.0000,670
76065,Lillian Huang,74,Repeat Customer,72111.17,974.48,20.0000,1480
79473,Cynthia Long,62,Repeat Customer,66884.95,1078.79,21.0000,1302
96854,Andres James,59,Repeat Customer,80564.07,1365.49,25.0000,1475
44602,Tasha Thomas,72,Repeat Customer,42026.31,583.70,12.0000,864
14240,Reginald Terry,68,Repeat Customer,14006.99,205.99,4.0000,272
26162,Peggy Simpson,73,Repeat Customer,25512.54,349.49,7.0000,511
2479,Ron Wise,57,Repeat Customer,3327.52,58.38,1.0000,57
97361,Leroy Ward,73,Repeat Customer,89224.44,1222.25,25.0000,1825
65683,Gloria Dean,60,Repeat Customer,49780.12,829.67,17.0000,1020
62690,Patrice Villarreal,64,Repeat Customer,48728.85,761.39,16.0000,1024
76252,Deanna Arellano,75,Repeat Customer,75399.73,1005.33,20.0000,1500
2256,Amie Herrera,66,Repeat Customer,3016.69,45.71,1.0000,66
69522,Kelley Ponce,76,Repeat Customer,75008.14,986.95,18.0000,1368
74735,Lorraine Preston,55,Repeat Customer,53263.37,968.42,19.0000,1045
10264,Evan Wells,70,Repeat Customer,9789.95,139.86,3.0000,210
35176,Marco Reyes,65,Repeat Customer,29940.43,460.62,9.0000,585
83596,Esmeralda Dorsey,69,Repeat Customer,79568.37,1153.16,22.0000,1518
63271,Louis Gay,75,Repeat Customer,62838.01,837.84,17.0000,1275
82085,Efrain Morrison,63,Repeat Customer,58102.81,922.27,21.0000,1323
83281,Rhonda Carson,78,Repeat Customer,88460.43,1134.11,22.0000,1716
91451,Katie Miranda,60,Repeat Customer,77156.33,1285.94,24.0000,1440
63508,Donnie Barton,66,Repeat Customer,49454.18,749.31,17.0000,1122
47604,Greg Grant,56,Repeat Customer,34180.38,610.36,13.0000,728
27570,Jess Travis,66,Repeat Customer,22307.01,337.99,7.0000,462
1904,Cynthia Conner,70,Repeat Customer,3376.66,48.24,1.0000,70
65844,Victoria Jennings,61,Repeat Customer,46993.73,770.39,17.0000,1037
53471,Nick Boyd,79,Repeat Customer,55943.59,708.15,14.0000,1106
90329,Jorge Lynch,76,Repeat Customer,82604.59,1086.90,23.0000,1748
34632,Rebekah Collins,82,Repeat Customer,33866.24,413.00,9.0000,738
6544,Guadalupe Suarez,73,Repeat Customer,7922.01,108.52,2.0000,146
61678,Latasha Sutton,87,Repeat Customer,70880.85,814.72,16.0000,1392
66312,Rodney Torres,85,Repeat Customer,70408.31,828.33,17.0000,1445
30915,Mindy Osborne,70,Repeat Customer,27611.86,394.46,8.0000,560
33471,Harold Mercer,63,Repeat Customer,26401.18,419.07,9.0000,567
18079,Jeffrey Baxter,68,Repeat Customer,17324.36,254.77,5.0000,340
35121,Joy Reed,59,Repeat Customer,24117.61,408.77,9.0000,531
30711,Billy Short,68,Repeat Customer,28983.26,426.22,8.0000,544
80610,Anthony Hays,59,Repeat Customer,64183.90,1087.86,21.0000,1239
38981,Marlon Vega,66,Repeat Customer,34327.62,520.12,10.0000,660
72691,Gwendolyn Archer,69,Repeat Customer,66473.39,963.38,19.0000,1311
38625,Brandie Carson,74,Repeat Customer,36759.30,496.75,10.0000,740
6964,Raymond Rowland,64,Repeat Customer,6555.44,102.43,2.0000,128
16090,Donna Lam,77,Repeat Customer,19005.68,246.83,5.0000,385
28615,Damion Booker,71,Repeat Customer,30859.19,434.64,8.0000,568
91712,Becky Thomas,69,Repeat Customer,79391.81,1150.61,24.0000,1656
8657,Paige Odom,71,Repeat Customer,11072.21,155.95,3.0000,213
31126,Aisha Mc Guire,63,Repeat Customer,25591.18,406.21,8.0000,504
38986,Geoffrey Wagner,71,Repeat Customer,35590.10,501.27,10.0000,710
66873,Leah Brooks,60,Repeat Customer,56073.55,934.56,17.0000,1020
91739,Terri Kim,63,Repeat Customer,80201.61,1273.04,24.0000,1512
53268,Ernest Archer,58,Repeat Customer,36499.19,629.30,14.0000,812
18351,Luis Russo,77,Repeat Customer,20747.61,269.45,5.0000,385
78506,Brandie Holden,58,Repeat Customer,52174.64,899.56,20.0000,1160
9719,Monica Rangel,68,Repeat Customer,9419.19,138.52,3.0000,204
66323,Alicia Holden,71,Repeat Customer,63766.95,898.13,17.0000,1207
25131,Dominic Gallagher,64,Repeat Customer,21244.80,331.95,7.0000,448
23054,Joyce Glass,85,Repeat Customer,25469.94,299.65,6.0000,510
46604,Mickey Davila,78,Repeat Customer,41433.81,531.20,12.0000,936
76383,Claire Glover,70,Repeat Customer,62709.91,895.86,20.0000,1400
96020,Jody Kaiser,56,Repeat Customer,81586.33,1456.90,25.0000,1400
98709,Sandy Nicholson,61,Repeat Customer,65847.80,1079.47,25.0000,1525
50400,Jesse Cooley,78,Repeat Customer,51969.48,666.28,13.0000,1014
29625,Tonya Washington,65,Repeat Customer,24276.57,373.49,8.0000,520
70222,Nichole Casey,61,Repeat Customer,53552.82,877.92,18.0000,1098
90485,Jerrod Pham,79,Repeat Customer,89996.74,1139.20,23.0000,1817
39776,Jean Calhoun,63,Repeat Customer,39193.43,622.12,11.0000,693
39353,Max Jenkins,88,Repeat Customer,45962.54,522.30,10.0000,880
45989,Candy Terrell,70,Repeat Customer,32546.56,464.95,12.0000,840
85518,Ramona Cooke,69,Repeat Customer,71925.12,1042.39,22.0000,1518
85748,Lawrence Gray,65,Repeat Customer,84336.13,1297.48,22.0000,1430
12449,Cathy Hopkins,71,Repeat Customer,12598.29,177.44,4.0000,284
24310,Noah Fleming,75,Repeat Customer,25889.48,345.19,7.0000,525
46125,Tasha Savage,76,Repeat Customer,47076.68,619.43,12.0000,912
41340,Adrian Ball,85,Repeat Customer,39125.35,460.30,11.0000,935
